x,y1,y2
1,0,0
2,0,0
3,0,0
4,0,0
5,1.11704711025,0.171526586621
6,2.28266148616,0.686106346484
7,3.78824672171,1.20068610635
8,3.9339485187,2.22984562607
9,3.49684312773,1.88679245283
10,3.78824672171,1.71526586621
11,3.69111219038,2.91595197256
12,3.64254492472,4.63121783877
13,4.95386109762,4.63121783877
14,4.322486644,4.28816466552
15,4.22535211268,5.14579759863
16,3.83681398737,4.1166380789
17,4.12821758135,4.28816466552
18,3.73967945605,2.74442538593
19,2.67119961146,3.94511149228
20,2.96260320544,3.60205831904
21,4.17678484701,4.28816466552
22,3.25400679942,4.45969125214
23,3.10830500243,2.91595197256
24,2.52549781447,3.2590051458
25,2.86546867411,2.05831903945
26,2.33122875182,1.88679245283
27,2.37979601748,3.60205831904
28,1.50558523555,3.60205831904
29,1.99125789218,1.37221269297
30,1.40845070423,1.20068610635
31,1.35988343856,1.37221269297
32,1.55415250121,2.40137221269
33,1.35988343856,1.88679245283
34,1.55415250121,1.02915951973
35,1.26274890724,1.54373927959
36,1.11704711025,0.686106346484
37,0.971345313259,1.20068610635
38,0.971345313259,1.20068610635
39,0.777076250607,1.02915951973
40,0.388538125304,1.54373927959
41,0.437105390966,0.343053173242
42,0.82564351627,1.02915951973
43,0.534239922292,0.171526586621
44,0.339970859641,0.514579759863
45,0.194269062652,0.343053173242
46,0.194269062652,0.857632933105
47,0.582807187955,0.686106346484
48,0.194269062652,1.02915951973
49,0.242836328315,0.686106346484
50,0.242836328315,0.171526586621
51,0.145701796989,0.514579759863
52,0.339970859641,0
53,0.0485672656629,0.343053173242
54,0.0971345313259,0
55,0.194269062652,0.171526586621
56,0.0485672656629,0.857632933105
57,0.194269062652,0.171526586621
58,0.0971345313259,0.171526586621
59,0,0
60,0,0
61,0.145701796989,0
62,0.242836328315,0
63,0,0
64,0.0485672656629,0
65,0.0971345313259,0.171526586621
66,0.0971345313259,0.514579759863
67,0.145701796989,0.171526586621
68,0.0971345313259,0
69,0,0.343053173242
